Nouns,Errors_in_non_count_form,Type,Condition_label,Intervening_noun_base_form,Intervening_noun_plural_form,Intervening_noun_count_form,Gender_of_intervening_noun,Number_of_intervening_noun,Gender_of_target_noun,Number_of_target_noun,Beginning,Condition_beginning,Numeral,First_adjective,Second_adjective,Condition_end,Target_noun_base_form,Target_noun_plural_form,Target_noun_count_form,Target_noun_other_plural_forms,Group,Final_sentence,Target_noun_after_final_sentence,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name,Output_audio_file_partial_filename,Number_of_words_in_condition,All_columns_with_multiple_spaces,All_columns_with_a_final_space
,,filler1,A2,етикет,етикети,етикета,m,sg,f,pl,Пощальонът надписа,облепените с,три,самозалепващи,цветни,етикета,кутия,кутии,кутии,,A,Пощальонът надписа облепените с три самозалепващи цветни етикета,кутия,STE-009,Fillers1,STE-009_mono.wav,Fillers1/mono/STE-009_mono.wav,filler1_A2_кутия_етикет_три_самозалепващи_цветни_A,6,,
,,filler1,A0,фонд,фондове,фонда,m,sg,f,pl,Министърът откри,финансираните от,три,,,фонда,магистрала,магистрали,магистрали,,A,Министърът откри финансираните от три фонда,магистрала,STE-010,Fillers1,STE-010_mono.wav,Fillers1/mono/STE-010_mono.wav,filler1_A0_магистрала_фонд_три___A,4,,
,,filler1,A1,фонд,фондове,фонда,m,sg,f,pl,Министърът откри,финансираните от,три,европейски,,фонда,магистрала,магистрали,магистрали,,A,Министърът откри финансираните от три европейски фонда,магистрала,STE-011,Fillers1,STE-011_mono.wav,Fillers1/mono/STE-011_mono.wav,filler1_A1_магистрала_фонд_три_европейски__B,5,,
,,filler1,A2,фонд,фондове,фонда,m,sg,f,pl,Министърът откри,финансираните от,три,европейски,структурни,фонда,магистрала,магистрали,магистрали,,A,Министърът откри финансираните от три европейски структурни фонда,магистрала,STE-012,Fillers1,STE-012_mono.wav,Fillers1/mono/STE-012_mono.wav,filler1_A2_магистрала_фонд_три_европейски_структурни_C,6,,
,,filler1,A0,лъв,лъвове,лъва,m,sg,f,pl,Операторът засне,подгонените от,три,,,лъва,зебра,зебри,зебри,,A,Операторът засне подгонените от три лъва,зебра,STE-013,Fillers1,STE-013_mono.wav,Fillers1/mono/STE-013_mono.wav,filler1_A0_зебра_лъв_три___C,4,,
,,filler1,A1,лъв,лъвове,лъва,m,sg,f,pl,Операторът засне,подгонените от,три,свирепи,,лъва,зебра,зебри,зебри,,A,Операторът засне подгонените от три свирепи лъва,зебра,STE-014,Fillers1,STE-014_mono.wav,Fillers1/mono/STE-014_mono.wav,filler1_A1_зебра_лъв_три_свирепи__A,5,,
,,filler1,A2,лъв,лъвове,лъва,m,sg,f,pl,Операторът засне,подгонените от,три,свирепи,изгладнели,лъва,зебра,зебри,зебри,,A,Операторът засне подгонените от три свирепи изгладнели лъва,зебра,STE-015,Fillers1,STE-015_mono.wav,Fillers1/mono/STE-015_mono.wav,filler1_A2_зебра_лъв_три_свирепи_изгладнели_B,6,,
,,filler1,A0,град,градове,града,m,sg,f,pl,Пътешествениците посетиха,прочутите с,три,,,града,страна,страни,страни,,A,Пътешествениците посетиха прочутите с три града,страна,STE-016,Fillers1,STE-016_mono.wav,Fillers1/mono/STE-016_mono.wav,filler1_A0_страна_град_три___B,4,,
,,filler1,A1,град,градове,града,m,sg,f,pl,Пътешествениците посетиха,прочутите с,три,развити,,града,страна,страни,страни,,A,Пътешествениците посетиха прочутите с три развити града,страна,STE-017,Fillers1,STE-017_mono.wav,Fillers1/mono/STE-017_mono.wav,filler1_A1_страна_град_три_развити__C,5,,
,,filler1,A2,град,градове,града,m,sg,f,pl,Пътешествениците посетиха,прочутите с,три,развити,туристически,града,страна,страни,страни,,A,Пътешествениците посетиха прочутите с три развити туристически града,страна,STE-018,Fillers1,STE-018_mono.wav,Fillers1/mono/STE-018_mono.wav,filler1_A2_страна_град_три_развити_туристически_A,6,,
,,filler1,A0,щат,щати,щата,m,sg,f,pl,Учителят показваше,пресичащите,три,,,щата,река,реки,реки,,A,Учителят показваше пресичащите три щата,река,STE-019,Fillers1,STE-019_mono.wav,Fillers1/mono/STE-019_mono.wav,filler1_A0_река_щат_три___A,3,,
,,filler1,A1,щат,щати,щата,m,sg,f,pl,Учителят показваше,пресичащите,три,източни,,щата,река,реки,реки,,A,Учителят показваше пресичащите три източни щата,река,STE-020,Fillers1,STE-020_mono.wav,Fillers1/mono/STE-020_mono.wav,filler1_A1_река_щат_три_източни__B,4,,
,,filler1,A2,щат,щати,щата,m,sg,f,pl,Учителят показваше,пресичащите,три,източни,американски,щата,река,реки,реки,,A,Учителят показваше пресичащите три източни американски щата,река,STE-021,Fillers1,STE-021_mono.wav,Fillers1/mono/STE-021_mono.wav,filler1_A2_река_щат_три_източни_американски_C,5,,
,,filler1,A0,магазин,магазини,магазина,m,sg,f,pl,Съпругата хареса,купените от,три,,,магазина,огърлица,огърлици,огърлици,,A,Съпругата хареса купените от три магазина,огърлица,STE-022,Fillers1,STE-022_mono.wav,Fillers1/mono/STE-022_mono.wav,filler1_A0_огърлица_магазин_три___C,4,,
,,filler1,A1,магазин,магазини,магазина,m,sg,f,pl,Съпругата хареса,купените от,три,скъпи,,магазина,огърлица,огърлици,огърлици,,A,Съпругата хареса купените от три скъпи магазина,огърлица,STE-023,Fillers1,STE-023_mono.wav,Fillers1/mono/STE-023_mono.wav,filler1_A1_огърлица_магазин_три_скъпи__A,5,,
,,filler1,A2,магазин,магазини,магазина,m,sg,f,pl,Съпругата хареса,купените от,три,скъпи,златарски,магазина,огърлица,огърлици,огърлици,,A,Съпругата хареса купените от три скъпи златарски магазина,огърлица,STE-024,Fillers1,STE-024_mono.wav,Fillers1/mono/STE-024_mono.wav,filler1_A2_огърлица_магазин_три_скъпи_златарски_B,6,,
,,filler1,A0,митинг,митинги,митинга,m,sg,f,pl,Програмата включваше,организираните след,три,,,митинга,дискусия,дискусии,дискусии,,A,Програмата включваше организираните след три митинга,дискусия,STE-025,Fillers1,STE-025_mono.wav,Fillers1/mono/STE-025_mono.wav,filler1_A0_дискусия_митинг_три___B,4,,
,,filler1,A1,митинг,митинги,митинга,m,sg,f,pl,Програмата включваше,организираните след,три,разрешени,,митинга,дискусия,дискусии,дискусии,,A,Програмата включваше организираните след три разрешени митинга,дискусия,STE-026,Fillers1,STE-026_mono.wav,Fillers1/mono/STE-026_mono.wav,filler1_A1_дискусия_митинг_три_разрешени__C,5,,
,,filler1,A2,митинг,митинги,митинга,m,sg,f,pl,Програмата включваше,организираните след,три,разрешени,опозиционни,митинга,дискусия,дискусии,дискусии,,A,Програмата включваше организираните след три разрешени опозиционни митинга,дискусия,STE-027,Fillers1,STE-027_mono.wav,Fillers1/mono/STE-027_mono.wav,filler1_A2_дискусия_митинг_три_разрешени_опозиционни_A,6,,
,,filler1,A0,бор,борове,бора,m,sg,f,pl,Строителите разрушиха,намиращите се зад,три,,,бора,къща,къщи,къщи,,A,Строителите разрушиха намиращите се зад три бора,къща,STE-028,Fillers1,STE-028_mono.wav,Fillers1/mono/STE-028_mono.wav,filler1_A0_къща_бор_три___A,5,,
,,filler1,A1,бор,борове,бора,m,sg,f,pl,Строителите разрушиха,намиращите се зад,три,зелени,,бора,къща,къщи,къщи,,A,Строителите разрушиха намиращите се зад три зелени бора,къща,STE-029,Fillers1,STE-029_mono.wav,Fillers1/mono/STE-029_mono.wav,filler1_A1_къща_бор_три_зелени__B,6,,
,,filler1,A2,бор,борове,бора,m,sg,f,pl,Строителите разрушиха,намиращите се зад,три,зелени,високи,бора,къща,къщи,къщи,,A,Строителите разрушиха намиращите се зад три зелени високи бора,къща,STE-030,Fillers1,STE-030_mono.wav,Fillers1/mono/STE-030_mono.wav,filler1_A2_къща_бор_три_зелени_високи_C,7,,
,,filler1,A0,цвят,цвeтове,цвята,m,sg,f,pl,Градинарите поливаха,цъфналите с,три,,,цвята,роза,рози,рози,,A,Градинарите поливаха цъфналите с три цвята,роза,STE-031,Fillers1,STE-031_mono.wav,Fillers1/mono/STE-031_mono.wav,filler1_A0_роза_цвят_три___C,4,,
,,filler1,A1,цвят,цвeтове,цвята,m,sg,f,pl,Градинарите поливаха,цъфналите с,три,прекрасни,,цвята,роза,рози,рози,,A,Градинарите поливаха цъфналите с три прекрасни цвята,роза,STE-032,Fillers1,STE-032_mono.wav,Fillers1/mono/STE-032_mono.wav,filler1_A1_роза_цвят_три_прекрасни__A,5,,
,,filler1,A2,цвят,цвeтове,цвята,m,sg,f,pl,Градинарите поливаха,цъфналите с,три,прекрасни,червени,цвята,роза,рози,рози,,A,Градинарите поливаха цъфналите с три прекрасни червени цвята,роза,STE-033,Fillers1,STE-033_mono.wav,Fillers1/mono/STE-033_mono.wav,filler1_A2_роза_цвят_три_прекрасни_червени_B,6,,
,,filler1,A0,стол,столове,стола,m,sg,f,pl,Кошничарите заплитаха,разпростряните на,три,,,стола,пръчка,пръчки,пръчки,,A,Кошничарите заплитаха разпростряните на три стола,пръчка,STE-034,Fillers1,STE-034_mono.wav,Fillers1/mono/STE-034_mono.wav,filler1_A0_пръчка_стол_три___B,4,,
,,filler1,A1,стол,столове,стола,m,sg,f,pl,Кошничарите заплитаха,разпростряните на,три,широки,,стола,пръчка,пръчки,пръчки,,A,Кошничарите заплитаха разпростряните на три широки стола,пръчка,STE-035,Fillers1,STE-035_mono.wav,Fillers1/mono/STE-035_mono.wav,filler1_A1_пръчка_стол_три_широки__C,5,,
,,filler1,A2,стол,столове,стола,m,sg,f,pl,Кошничарите заплитаха,разпростряните на,три,широки,кафяви,стола,пръчка,пръчки,пръчки,,A,Кошничарите заплитаха разпростряните на три широки кафяви стола,пръчка,STE-036,Fillers1,STE-036_mono.wav,Fillers1/mono/STE-036_mono.wav,filler1_A2_пръчка_стол_три_широки_кафяви_A,6,,
,,filler1,A0,списание,списания,списания,n,sg,f,pl,Курсистите разискваха,публикуваните в,три,,,списания,статия,статии,статии,,A,Курсистите разискваха публикуваните в три списания,статия,STE-037,Fillers1,STE-037_mono.wav,Fillers1/mono/STE-037_mono.wav,filler1_A0_статия_списание_три___A,4,,
,,filler1,A1,списание,списания,списания,n,sg,f,pl,Курсистите разискваха,публикуваните в,три,чужди,,списания,статия,статии,статии,,A,Курсистите разискваха публикуваните в три чужди списания,статия,STE-038,Fillers1,STE-038_mono.wav,Fillers1/mono/STE-038_mono.wav,filler1_A1_статия_списание_три_чужди__B,5,,
,,filler1,A2,списание,списания,списания,n,sg,f,pl,Курсистите разискваха,публикуваните в,три,чужди,престижни,списания,статия,статии,статии,,A,Курсистите разискваха публикуваните в три чужди престижни списания,статия,STE-039,Fillers1,STE-039_mono.wav,Fillers1/mono/STE-039_mono.wav,filler1_A2_статия_списание_три_чужди_престижни_C,6,,
,,filler1,A0,пиронче,пирончета,пирончета,n,sg,f,pl,Работниците разопаковаха,закованите с,три,,,пирончета,част,части,части,,A,Работниците разопаковаха закованите с три пирончета,част,STE-040,Fillers1,STE-040_mono.wav,Fillers1/mono/STE-040_mono.wav,filler1_A0_част_пиронче_три___C,4,,
,,filler1,A1,пиронче,пирончета,пирончета,n,sg,f,pl,Работниците разопаковаха,закованите с,три,малки,,пирончета,част,части,части,,A,Работниците разопаковаха закованите с три малки пирончета,част,STE-041,Fillers1,STE-041_mono.wav,Fillers1/mono/STE-041_mono.wav,filler1_A1_част_пиронче_три_малки__A,5,,
,,filler1,A2,пиронче,пирончета,пирончета,n,sg,f,pl,Работниците разопаковаха,закованите с,три,малки,стоманени,пирончета,част,части,части,,A,Работниците разопаковаха закованите с три малки стоманени пирончета,част,STE-042,Fillers1,STE-042_mono.wav,Fillers1/mono/STE-042_mono.wav,filler1_A2_част_пиронче_три_малки_стоманени_B,6,,
,,filler1,A0,наводнение,наводнения,наводнения,n,sg,f,pl,Инженерите овладяха,настъпилите след,три,,,наводнения,щета,щети,щети,,A,Инженерите овладяха настъпилите след три наводнения,щета,STE-043,Fillers1,STE-043_mono.wav,Fillers1/mono/STE-043_mono.wav,filler1_A0_щета_наводнение_три___B,4,,
,,filler1,A1,наводнение,наводнения,наводнения,n,sg,f,pl,Инженерите овладяха,настъпилите след,три,силни,,наводнения,щета,щети,щети,,A,Инженерите овладяха настъпилите след три силни наводнения,щета,STE-044,Fillers1,STE-044_mono.wav,Fillers1/mono/STE-044_mono.wav,filler1_A1_щета_наводнение_три_силни__C,5,,
,,filler1,A2,наводнение,наводнения,наводнения,n,sg,f,pl,Инженерите овладяха,настъпилите след,три,силни,бурни,наводнения,щета,щети,щети,,A,Инженерите овладяха настъпилите след три силни бурни наводнения,щета,STE-045,Fillers1,STE-045_mono.wav,Fillers1/mono/STE-045_mono.wav,filler1_A2_щета_наводнение_три_силни_бурни_A,6,,
,,filler1,A0,вещество,вещества,вещества,n,sg,f,pl,Изобретателите анализираха,изградените от,три,,,вещества,молекула,молекули,молекули,,A,Изобретателите анализираха изградените от три вещества,молекула,STE-046,Fillers1,STE-046_mono.wav,Fillers1/mono/STE-046_mono.wav,filler1_A0_молекула_вещество_три___A,4,,
,,filler1,A1,вещество,вещества,вещества,n,sg,f,pl,Изобретателите анализираха,изградените от,три,сложни,,вещества,молекула,молекули,молекули,,A,Изобретателите анализираха изградените от три сложни вещества,молекула,STE-047,Fillers1,STE-047_mono.wav,Fillers1/mono/STE-047_mono.wav,filler1_A1_молекула_вещество_три_сложни__B,5,,
,,filler1,A2,вещество,вещества,вещества,n,sg,f,pl,Изобретателите анализираха,изградените от,три,сложни,полезни,вещества,молекула,молекули,молекули,,A,Изобретателите анализираха изградените от три сложни полезни вещества,молекула,STE-048,Fillers1,STE-048_mono.wav,Fillers1/mono/STE-048_mono.wav,filler1_A2_молекула_вещество_три_сложни_полезни_C,6,,
,,filler1,A0,ястие,ястия,ястия,n,sg,f,pl,Домакинът сервира,приготвените в,три,,,ястия,риба,риби,риби,,A,Домакинът сервира приготвените в три ястия,риба,STE-049,Fillers1,STE-049_mono.wav,Fillers1/mono/STE-049_mono.wav,filler1_A0_риба_ястие_три___C,4,,
,,filler1,A1,ястие,ястия,ястия,n,sg,f,pl,Домакинът сервира,приготвените в,три,вкусни,,ястия,риба,риби,риби,,A,Домакинът сервира приготвените в три вкусни ястия,риба,STE-050,Fillers1,STE-050_mono.wav,Fillers1/mono/STE-050_mono.wav,filler1_A1_риба_ястие_три_вкусни__A,5,,
,,filler1,A2,ястие,ястия,ястия,n,sg,f,pl,Домакинът сервира,приготвените в,три,вкусни,деликатесни,ястия,риба,риби,риби,,A,Домакинът сервира приготвените в три вкусни деликатесни ястия,риба,STE-051,Fillers1,STE-051_mono.wav,Fillers1/mono/STE-051_mono.wav,filler1_A2_риба_ястие_три_вкусни_деликатесни_B,6,,
,,filler1,A0,нападение,нападения,нападения,n,sg,f,pl,Полицаите заловиха,извършилите,три,,,нападения,престъпничка,престъпнички,престъпнички,,A,Полицаите заловиха извършилите три нападения,престъпничка,STE-052,Fillers1,STE-052_mono.wav,Fillers1/mono/STE-052_mono.wav,filler1_A0_престъпничка_нападение_три___B,3,,
,,filler1,A1,нападение,нападения,нападения,n,sg,f,pl,Полицаите заловиха,извършилите,три,страшни,,нападения,престъпничка,престъпнички,престъпнички,,A,Полицаите заловиха извършилите три страшни нападения,престъпничка,STE-053,Fillers1,STE-053_mono.wav,Fillers1/mono/STE-053_mono.wav,filler1_A1_престъпничка_нападение_три_страшни__C,4,,
,,filler1,A2,нападение,нападения,нападения,n,sg,f,pl,Полицаите заловиха,извършилите,три,страшни,терористични,нападения,престъпничка,престъпнички,престъпнички,,A,Полицаите заловиха извършилите три страшни терористични нападения,престъпничка,STE-054,Fillers1,STE-054_mono.wav,Fillers1/mono/STE-054_mono.wav,filler1_A2_престъпничка_нападение_три_страшни_терористични_A,5,,
,,filler1,A0,обжалване,обжалвания,обжалвания,n,sg,f,pl,Демонстрантите нарушиха,издадените след,три,,,обжалвания,заповед,заповеди,заповеди,,A,Демонстрантите нарушиха издадените след три обжалвания,заповед,STE-055,Fillers1,STE-055_mono.wav,Fillers1/mono/STE-055_mono.wav,filler1_A0_заповед_обжалване_три___A,4,,
,,filler1,A1,обжалване,обжалвания,обжалвания,n,sg,f,pl,Демонстрантите нарушиха,издадените след,три,очаквани,,обжалвания,заповед,заповеди,заповеди,,A,Демонстрантите нарушиха издадените след три очаквани обжалвания,заповед,STE-056,Fillers1,STE-056_mono.wav,Fillers1/mono/STE-056_mono.wav,filler1_A1_заповед_обжалване_три_очаквани__B,5,,
,,filler1,A2,обжалване,обжалвания,обжалвания,n,sg,f,pl,Демонстрантите нарушиха,издадените след,три,очаквани,спорни,обжалвания,заповед,заповеди,заповеди,,A,Демонстрантите нарушиха издадените след три очаквани спорни обжалвания,заповед,STE-057,Fillers1,STE-057_mono.wav,Fillers1/mono/STE-057_mono.wav,filler1_A2_заповед_обжалване_три_очаквани_спорни_C,6,,
,,filler1,A0,провинение,провинения,провинения,n,sg,f,pl,Съветът изключи,наказаните след,три,,,нарушения,ученичка,ученички,ученички,,A,Съветът изключи наказаните след три нарушения,ученичка,STE-058,Fillers1,STE-058_mono.wav,Fillers1/mono/STE-058_mono.wav,filler1_A0_ученичка_провинение_три___C,4,,
,,filler1,A1,провинение,провинения,провинения,n,sg,f,pl,Съветът изключи,наказаните след,три,сериозни,,нарушения,ученичка,ученички,ученички,,A,Съветът изключи наказаните след три сериозни нарушения,ученичка,STE-059,Fillers1,STE-059_mono.wav,Fillers1/mono/STE-059_mono.wav,filler1_A1_ученичка_провинение_три_сериозни__A,5,,
,,filler1,A2,провинение,провинения,провинения,n,sg,f,pl,Съветът изключи,наказаните след,три,сериозни,дисциплинарни,нарушения,ученичка,ученички,ученички,,A,Съветът изключи наказаните след три сериозни дисциплинарни нарушения,ученичка,STE-060,Fillers1,STE-060_mono.wav,Fillers1/mono/STE-060_mono.wav,filler1_A2_ученичка_провинение_три_сериозни_дисциплинарни_B,6,,
,,filler1,A0,затопляне,затопляния,затопляния,n,sg,f,pl,Изследователите намериха,оцелелите след,три,,,затопляния,мечка,мечки,мечки,,A,Изследователите намериха оцелелите след три затопляния,мечка,STE-061,Fillers1,STE-061_mono.wav,Fillers1/mono/STE-061_mono.wav,filler1_A0_мечка_затопляне_три___B,4,,
,,filler1,A1,затопляне,затопляния,затопляния,n,sg,f,pl,Изследователите намериха,оцелелите след,три,последователни,,затопляния,мечка,мечки,мечки,,A,Изследователите намериха оцелелите след три последователни затопляния,мечка,STE-062,Fillers1,STE-062_mono.wav,Fillers1/mono/STE-062_mono.wav,filler1_A1_мечка_затопляне_три_последователни__C,5,,
,,filler1,A2,затопляне,затопляния,затопляния,n,sg,f,pl,Изследователите намериха,оцелелите след,три,последователни,полярни,затопляния,мечка,мечки,мечки,,A,Изследователите намериха оцелелите след три последователни полярни затопляния,мечка,STE-063,Fillers1,STE-063_mono.wav,Fillers1/mono/STE-063_mono.wav,filler1_A2_мечка_затопляне_три_последователни_полярни_A,6,,
,,filler1,A0,момче,момчета,момчета,n,sg,f,pl,Родителите изслушаха,доволните от,три,,,момчета,учителка,учителки,учителки,,A,Родителите изслушаха доволните от три момчета,учителка,STE-064,Fillers1,STE-064_mono.wav,Fillers1/mono/STE-064_mono.wav,filler1_A0_учителка_момче_три___A,4,,
,,filler1,A1,момче,момчета,момчета,n,sg,f,pl,Родителите изслушаха,доволните от,три,всеотдайни,,момчета,учителка,учителки,учителки,,A,Родителите изслушаха доволните от три всеотдайни момчета,учителка,STE-065,Fillers1,STE-065_mono.wav,Fillers1/mono/STE-065_mono.wav,filler1_A1_учителка_момче_три_всеотдайни__B,5,,
,,filler1,A2,момче,момчета,момчета,n,sg,f,pl,Родителите изслушаха,доволните от,три,всеотдайни,работливи,момчета,учителка,учителки,учителки,,A,Родителите изслушаха доволните от три всеотдайни работливи момчета,учителка,STE-066,Fillers1,STE-066_mono.wav,Fillers1/mono/STE-066_mono.wav,filler1_A2_учителка_момче_три_всеотдайни_работливи_C,6,,
,,filler1,A0,дете,деца,деца,n,sg,f,pl,Директорът повика,ядосаните от,три,,,деца,майка,майки,майки,,A,Директорът повика ядосаните от три деца,майка,STE-067,Fillers1,STE-067_mono.wav,Fillers1/mono/STE-067_mono.wav,filler1_A0_майка_дете_три___C,4,,
,,filler1,A1,дете,деца,деца,n,sg,f,pl,Директорът повика,ядосаните от,три,невъзпитани,,деца,майка,майки,майки,,A,Директорът повика ядосаните от три невъзпитани деца,майка,STE-068,Fillers1,STE-068_mono.wav,Fillers1/mono/STE-068_mono.wav,filler1_A1_майка_дете_три_невъзпитани__A,5,,
,,filler1,A2,дете,деца,деца,n,sg,f,pl,Директорът повика,ядосаните от,три,невъзпитани,груби,деца,майка,майки,майки,,A,Директорът повика ядосаните от три невъзпитани груби деца,майка,STE-069,Fillers1,STE-069_mono.wav,Fillers1/mono/STE-069_mono.wav,filler1_A2_майка_дете_три_невъзпитани_груби_B,6,,
,,filler1,A0,момиче,момичета,момичета,n,sg,f,pl,Студентите поздравиха,харесваните от,три,,,момичета,преподавателка,преподавателка,преподавателка,,A,Студентите поздравиха харесваните от три момичета,преподавателка,STE-070,Fillers1,STE-070_mono.wav,Fillers1/mono/STE-070_mono.wav,filler1_A0_преподавателка_момиче_три___B,4,,
,,filler1,A1,момиче,момичета,момичета,n,sg,f,pl,Студентите поздравиха,харесваните от,три,добри,,момичета,преподавателка,преподавателка,преподавателка,,A,Студентите поздравиха харесваните от три добри момичета,преподавателка,STE-071,Fillers1,STE-071_mono.wav,Fillers1/mono/STE-071_mono.wav,filler1_A1_преподавателка_момиче_три_добри__C,5,,
,,filler1,A2,момиче,момичета,момичета,n,sg,f,pl,Студентите поздравиха,харесваните от,три,добри,прилежни,момичета,преподавателка,преподавателка,преподавателка,,A,Студентите поздравиха харесваните от три добри прилежни момичета,преподавателка,STE-072,Fillers1,STE-072_mono.wav,Fillers1/mono/STE-072_mono.wav,filler1_A2_преподавателка_момиче_три_добри_прилежни_A,6,,
,,filler2,A0,трактор,трактори,трактора,m,sg,m,pl,Селяните засаждаха,изораните от,,,,тракторите,терен,терени,терена,,A,Селяните засаждаха изораните от тракторите,терен,STE-001,Fillers2,STE-001_mono.wav,Fillers2/mono/STE-001_mono.wav,filler2_A0_терен_трактор____A,3,,
,,filler2,A1,трактор,трактори,трактора,m,sg,m,pl,Селяните засаждаха,изораните от,,остарелите,,трактори,терен,терени,терена,,A,Селяните засаждаха изораните от остарелите трактори,терен,STE-002,Fillers2,STE-002_mono.wav,Fillers2/mono/STE-002_mono.wav,filler2_A1_терен_трактор__остарелите__B,4,,
,,filler2,A2,трактор,трактори,трактора,m,sg,m,pl,Селяните засаждаха,изораните от,,остарелите,съветски,трактори,терен,терени,терена,,A,Селяните засаждаха изораните от остарелите съветски трактори,терен,STE-003,Fillers2,STE-003_mono.wav,Fillers2/mono/STE-003_mono.wav,filler2_A2_терен_трактор__остарелите_съветски_C,5,,
,,filler2,A0,камък,камъни,камъка,m,sg,m,pl,Майсторите ремонтираха,потрошените с,,,,камъни,прозорец,прозорци,прозореца,прозореци,A,Майсторите ремонтираха потрошените с камъни,прозорец,STE-004,Fillers2,STE-004_mono.wav,Fillers2/mono/STE-004_mono.wav,filler2_A0_прозорец_камък____C,3,,
,,filler2,A1,камък,камъни,камъка,m,sg,m,pl,Майсторите ремонтираха,потрошените със,,големи,,камъни,прозорец,прозорци,прозореца,прозореци,A,Майсторите ремонтираха потрошените със големи камъни,прозорец,STE-005,Fillers2,STE-005_mono.wav,Fillers2/mono/STE-005_mono.wav,filler2_A1_прозорец_камък__големи__A,4,,
,,filler2,A2,камък,камъни,камъка,m,sg,m,pl,Майсторите ремонтираха,потрошените със,,големи,обли,камъни,прозорец,прозорци,прозореца,прозореци,A,Майсторите ремонтираха потрошените със големи обли камъни,прозорец,STE-006,Fillers2,STE-006_mono.wav,Fillers2/mono/STE-006_mono.wav,filler2_A2_прозорец_камък__големи_обли_B,5,,
,,filler2,A0,молив,моливи,молива,m,sg,m,pl,Децата разглеждаха,очертаните с,,,,моливи,войник,войници,войника,,A,Децата разглеждаха очертаните с моливи,войник,STE-007,Fillers2,STE-007_mono.wav,Fillers2/mono/STE-007_mono.wav,filler2_A0_войник_молив____B,3,,
,,filler2,A1,молив,моливи,молива,m,sg,m,pl,Децата разглеждаха,очертаните с,,тъмни,,моливи,войник,войници,войника,,A,Децата разглеждаха очертаните с тъмни моливи,войник,STE-008,Fillers2,STE-008_mono.wav,Fillers2/mono/STE-008_mono.wav,filler2_A1_войник_молив__тъмни__C,4,,
,,filler2,A2,молив,моливи,молива,m,sg,m,pl,Децата разглеждаха,очертаните с,,тъмни,пастелни,моливи,войник,войници,войника,,A,Децата разглеждаха очертаните с тъмни пастелни моливи,войник,STE-009,Fillers2,STE-009_mono.wav,Fillers2/mono/STE-009_mono.wav,filler2_A2_войник_молив__тъмни_пастелни_A,5,,
,,filler2,A0,нож,ножове,ножа,m,sg,m,pl,Домакинята предложи,нарязаните с,,,,ножовете,домат,домати,домата,,A,Домакинята предложи нарязаните с ножовете,домат,STE-010,Fillers2,STE-010_mono.wav,Fillers2/mono/STE-010_mono.wav,filler2_A0_домат_нож____A,3,,
,,filler2,A1,нож,ножове,ножа,m,sg,m,pl,Домакинята предложи,нарязаните със,,специалните,,ножове,домат,домати,домата,,A,Домакинята предложи нарязаните със специалните ножове,домат,STE-011,Fillers2,STE-011_mono.wav,Fillers2/mono/STE-011_mono.wav,filler2_A1_домат_нож__специалните__B,4,,
,,filler2,A2,нож,ножове,ножа,m,sg,m,pl,Домакинята предложи,нарязаните със,,специалните,остри,ножове,домат,домати,домата,,A,Домакинята предложи нарязаните със специалните остри ножове,домат,STE-012,Fillers2,STE-012_mono.wav,Fillers2/mono/STE-012_mono.wav,filler2_A2_домат_нож__специалните_остри_C,5,,
,,filler2,A0,дървар,дървари,дърваря,m,sg,m,pl,Работниците забелязаха,отсечените от,,,,дърварите,орех,орехи,ореха,,A,Работниците забелязаха отсечените от дърварите,орех,STE-013,Fillers2,STE-013_mono.wav,Fillers2/mono/STE-013_mono.wav,filler2_A0_орех_дървар____C,3,,
,,filler2,A1,дървар,дървари,дърваря,m,sg,m,pl,Работниците забелязаха,отсечените от,,прегърбените,,дървари,орех,орехи,ореха,,A,Работниците забелязаха отсечените от прегърбените дървари,орех,STE-014,Fillers2,STE-014_mono.wav,Fillers2/mono/STE-014_mono.wav,filler2_A1_орех_дървар__прегърбените__A,4,,
,,filler2,A2,дървар,дървари,дърваря,m,sg,m,pl,Работниците забелязаха,отсечените от,,прегърбените,уморени,дървари,орех,орехи,ореха,,A,Работниците забелязаха отсечените от прегърбените уморени дървари,орех,STE-015,Fillers2,STE-015_mono.wav,Fillers2/mono/STE-015_mono.wav,filler2_A2_орех_дървар__прегърбените_уморени_B,5,,
,,filler2,A0,химикал,химикали,химикала,m,sg,m,pl,Участниците дискутираха,замърсените с,,,,химикали,язовир,язовири,язовира,,A,Участниците дискутираха замърсените с химикали,язовир,STE-016,Fillers2,STE-016_mono.wav,Fillers2/mono/STE-016_mono.wav,filler2_A0_язовир_химикал____B,3,,
,,filler2,A1,химикал,химикали,химикала,m,sg,m,pl,Участниците дискутираха,замърсените с,,разтворими,,химикали,язовир,язовири,язовира,,A,Участниците дискутираха замърсените с разтворими химикали,язовир,STE-017,Fillers2,STE-017_mono.wav,Fillers2/mono/STE-017_mono.wav,filler2_A1_язовир_химикал__разтворими__C,4,,
